"foreignworker";"status";"credithistory";"purpose";"savings";"employmentsince";"otherdebtors";"property";"otherinstallments";"housing";"job";"phone";"duration";"creditamount";"installmentrate";"residencesince";"age";"numberofexsistingcredits";"numberofliablepeople";"gender";"creditworthy";"creditamout_per_month"
"yes";"no checking account";"critical account/";"car (used)";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;3868;4;2;41;2;1;"female";"Worthy";161.16666666666666
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"rent";"unskilled - resident";"none";12;1768;3;2;24;1;1;"male";"Worthy";147.33333333333334
"yes";">= 200 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";10;781;4;4;63;2;1;"male";"Worthy";78.1
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"unknown/ no savings account";"... < 1 year";"none";"real estate";"none";"rent";"skilled employee / official";"none";18;1924;4;3;27;1;1;"female";"Not Worthy";106.88888888888889
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";12;2121;4;2;30;2;1;"male";"Worthy";176.75
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";12;701;4;2;40;1;1;"male";"Worthy";58.416666666666664
"yes";"< 200 Euro";"existing credits paid back duly till now";"repairs";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";12;639;4;2;30;1;1;"male";"Not Worthy";53.25
"yes";"< 200 Euro";"critical account/";"car (used)";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";12;1860;4;2;34;2;1;"male";"Worthy";155.0
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"co-applicant";"real estate";"none";"own";"skilled employee / official";"none";12;3499;3;2;29;2;1;"female";"Not Worthy";291.5833333333333
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";48;8487;1;2;24;1;1;"female";"Worthy";176.8125
"yes";"< 0 Euro";"delay in paying off in the past";"education";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"stores";"own";"skilled employee / official";"yes, registered under the customers name";36;6887;4;3;29;1;1;"male";"Not Worthy";191.30555555555554
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"bank";"own";"unskilled - resident";"none";15;2708;2;3;27;2;1;"male";"Worthy";180.53333333333333
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"unknown / no property";"bank";"for free";"skilled employee / official";"none";18;1984;4;4;47;2;1;"male";"Worthy";110.22222222222223
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";60;10144;2;4;21;1;1;"female";"Worthy";169.06666666666666
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;1240;4;2;38;2;1;"female";"Worthy";103.33333333333333
"yes";"no checking account";"delay in paying off in the past";"car (used)";".. >= 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";27;8613;2;2;27;2;1;"male";"Worthy";319.0
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";12;766;4;3;66;1;1;"male";"Not Worthy";63.833333333333336
"yes";"< 200 Euro";"critical account/";"radio/television";"unknown/ no savings account";"4 <= ... < 7 years";"guarantor";"real estate";"bank";"own";"skilled employee / official";"yes, registered under the customers name";15;2728;4;2;35;3;1;"male";"Worthy";181.86666666666667
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"rent";"unskilled - resident";"yes, registered under the customers name";12;1881;2;2;44;1;1;"female";"Worthy";156.75
"no";">= 200 Euro";"existing credits paid back duly till now";"car (new)";".. >= 1000 Euro";"... < 1 year";"none";"real estate";"none";"own";"unemployed/ unskilled - non-resident";"none";6;709;2;2;27;1;1;"male";"Worthy";118.16666666666667
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"unknown / no property";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";36;4795;4;1;30;1;1;"female";"Worthy";133.19444444444446
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"none";27;3416;3;2;27;1;1;"male";"Worthy";126.51851851851852
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";18;2462;2;2;22;1;1;"male";"Not Worthy";136.77777777777777
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";21;2288;4;4;23;1;1;"female";"Worthy";108.95238095238095
"yes";"< 200 Euro";"all credits at this bank paid back duly";"business";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";48;3566;4;2;30;1;1;"male";"Worthy";74.29166666666667
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"none";"own";"skilled employee / official";"yes, registered under the customers name";6;860;1;4;39;2;1;"female";"Worthy";143.33333333333334
"Unknown";"no checking account";"critical account/";"car (new)";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;682;4;3;51;2;1;"female";"Worthy";56.833333333333336
"yes";"< 0 Euro";"critical account/";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"guarantor";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";36;5371;3;2;28;2;1;"male";"Worthy";149.19444444444446
"yes";"no checking account";"critical account/";"radio/television";".. >= 1000 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";18;1582;4;4;46;2;1;"male";"Worthy";87.88888888888889
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"100 <= ... < 500 Euro";".. >= 7 years";"none";"unknown / no property";"bank";"for free";"skilled employee / official";"yes, registered under the customers name";6;1346;2;4;42;1;2;"male";"Worthy";224.33333333333334
"no";"no checking account";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";10;1924;1;4;38;1;1;"male";"Worthy";192.4
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";36;5848;4;1;24;1;1;"male";"Worthy";162.44444444444446
"yes";"< 200 Euro";"delay in paying off in the past";"business";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;6967;4;4;36;1;1;"male";"Worthy";290.2916666666667
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"rent";"skilled employee / official";"none";12;1282;2;4;20;1;1;"female";"Not Worthy";106.83333333333333
"no";"< 0 Euro";"critical account/";"repairs";"100 <= ... < 500 Euro";".. >= 7 years";"guarantor";"real estate";"none";"own";"skilled employee / official";"none";9;1288;3;4;48;2;2;"male";"Worthy";143.11111111111111
"yes";"< 0 Euro";"all credits at this bank paid back duly";"retraining";"... < 100 Euro";".. >= 7 years";"none";"car or other";"bank";"own";"unskilled - resident";"none";12;339;4;1;45;1;1;"male";"Worthy";28.25
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"car or other";"bank";"own";"skilled employee / official";"yes, registered under the customers name";24;3512;2;3;38;2;1;"male";"Worthy";146.33333333333334
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";6;1898;1;2;34;2;2;"male";"Worthy";316.3333333333333
"yes";"no checking account";"critical account/";"radio/television";"100 <= ... < 500 Euro";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;2872;3;4;36;1;2;"male";"Worthy";119.66666666666667
"yes";"no checking account";"critical account/";"car (new)";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";18;1055;4;1;30;2;1;"female";"Worthy";58.611111111111114
"yes";"no checking account";"existing credits paid back duly till now";"domestic appliances";"500 <= ... < 1000 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";15;1262;4;3;36;2;1;"male";"Worthy";84.13333333333334
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"unemployed";"none";"unknown / no property";"bank";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";10;7308;2;4;70;1;1;"male";"Worthy";730.8
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"500 <= ... < 1000 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";36;909;4;4;36;1;1;"male";"Worthy";25.25
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";6;2978;1;2;32;1;1;"male";"Worthy";496.3333333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"skilled employee / official";"none";18;1131;4;2;33;1;1;"female";"Not Worthy";62.833333333333336
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";".. >= 1000 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"none";11;1577;4;1;20;1;1;"female";"Worthy";143.36363636363637
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"yes, registered under the customers name";24;3972;2;4;25;1;1;"female";"Worthy";165.5
"yes";"< 200 Euro";"critical account/";"business";"... < 100 Euro";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;1935;4;4;31;2;1;"male";"Not Worthy";80.625
"yes";"< 0 Euro";"No credits taken";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"rent";"skilled employee / official";"none";15;950;4;3;33;2;2;"male";"Not Worthy";63.333333333333336
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;763;4;1;26;1;1;"female";"Worthy";63.583333333333336
"yes";"< 200 Euro";"delay in paying off in the past";"furniture/equipment";"... < 100 Euro";"unemployed";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;2064;3;2;34;1;1;"female";"Not Worthy";86.0
"no";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"guarantor";"real estate";"none";"own";"skilled employee / official";"none";8;1414;4;2;33;1;1;"male";"Worthy";176.75
"yes";"< 0 Euro";"delay in paying off in the past";"education";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";21;3414;2;1;26;2;1;"male";"Not Worthy";162.57142857142858
